time start,time end,duration (s),source address,destination address,source port,destination port ,protocol,flags,packets,bytes
2020-04-28 15:01:07,2020-04-28 15:01:09,1.716,193.136.126.43,54.175.144.198,443,45676,TCP,.AP.SF,12,12752
2020-04-28 15:01:08,2020-04-28 15:01:09,0.931,10.130.16.46,193.136.126.43,80,35569,TCP,.AP.SF,11,7450
2020-04-28 15:01:08,2020-04-28 15:01:09,0.931,193.136.126.43,10.130.16.46,35569,80,TCP,.AP.SF,11,1430
2020-04-28 15:01:05,2020-04-28 15:01:10,5.059,31.13.103.12,193.136.126.43,49922,443,TCP,.AP.SF,50,3287
2020-04-28 15:01:05,2020-04-28 15:01:10,5.059,193.136.126.43,31.13.103.12,443,49922,TCP,.AP.SF,21,148249
2020-04-28 15:01:08,2020-04-28 15:01:10,2.314,10.130.16.46,193.136.126.43,80,35567,TCP,.AP.SF,12,8916
2020-04-28 15:01:08,2020-04-28 15:01:10,2.314,193.136.126.43,10.130.16.46,35567,80,TCP,.AP.SF,13,1903
2020-04-28 15:01:05,2020-04-28 15:01:11,6.548,193.136.126.43,207.46.13.120,443,1351,TCP,.AP.SF,10,13811
2020-04-28 15:01:05,2020-04-28 15:01:11,6.548,207.46.13.120,193.136.126.43,1351,443,TCP,219,10,1124
2020-04-28 15:00:56,2020-04-28 15:01:14,18.250,10.130.16.46,193.136.126.43,80,35529,TCP,.AP.SF,188,266493
2020-04-28 15:00:56,2020-04-28 15:01:14,18.250,193.136.126.43,10.130.16.46,35529,80,TCP,.AP.SF,143,10931
2020-04-28 15:01:08,2020-04-28 15:01:14,6.703,10.130.16.46,193.136.126.43,80,35565,TCP,.AP.SF,11,9127
2020-04-28 15:01:08,2020-04-28 15:01:14,6.703,193.136.126.43,10.130.16.46,35565,80,TCP,.AP.SF,12,908
2020-04-28 14:59:52,2020-04-28 15:01:16,84.719,10.188.128.14,193.136.126.43,56576,443,TCP,219,56,7373
2020-04-28 14:59:52,2020-04-28 15:01:16,84.719,193.136.126.43,10.188.128.14,443,56576,TCP,91,27,66884
2020-04-28 15:00:29,2020-04-28 15:01:16,47.117,10.188.128.14,193.136.126.43,56645,443,TCP,219,28,3714
2020-04-28 15:00:29,2020-04-28 15:01:16,47.117,193.136.126.43,10.188.128.14,443,56645,TCP,91,14,25617
2020-04-28 15:00:29,2020-04-28 15:01:16,47.117,10.188.128.14,193.136.126.43,56646,443,TCP,219,18,2040
2020-04-28 15:00:29,2020-04-28 15:01:16,47.117,193.136.126.43,10.188.128.14,443,56646,TCP,91,11,12391
2020-04-28 15:00:29,2020-04-28 15:01:16,46.924,10.188.128.14,193.136.126.43,56647,443,TCP,219,13,1673
2020-04-28 15:00:29,2020-04-28 15:01:16,46.924,193.136.126.43,10.188.128.14,443,56647,TCP,91,9,7160
2020-04-28 15:00:30,2020-04-28 15:01:16,46.682,10.188.128.14,193.136.126.43,56648,443,TCP,219,17,1987
2020-04-28 15:00:30,2020-04-28 15:01:16,46.682,193.136.126.43,10.188.128.14,443,56648,TCP,91,9,12273
2020-04-28 15:01:14,2020-04-28 15:01:16,1.764,54.175.144.198,193.136.126.43,46196,443,TCP,.AP.SF,14,1481
2020-04-28 15:01:14,2020-04-28 15:01:16,1.764,193.136.126.43,54.175.144.198,443,46196,TCP,.AP.SF,12,12727
2020-04-28 15:01:14,2020-04-28 15:01:16,1.365,10.130.16.46,193.136.126.43,80,35577,TCP,.AP.SF,11,7467
2020-04-28 15:01:14,2020-04-28 15:01:16,1.365,193.136.126.43,10.130.16.46,35577,80,TCP,.AP.SF,11,1439
2020-04-28 15:04:13,2020-04-28 15:04:16,2.222,46.229.168.146,193.136.126.43,11564,443,TCP,.APRSF,16,1668
2020-04-28 15:04:13,2020-04-28 15:04:16,2.222,193.136.126.43,46.229.168.146,443,11564,TCP,.AP.SF,11,13954
2020-04-28 15:01:17,2020-04-28 15:01:17,0.003,10.130.16.46,193.136.126.43,80,35582,TCP,.AP.SF,5,665
2020-04-28 15:01:17,2020-04-28 15:01:17,0.003,193.136.126.43,10.130.16.46,35582,80,TCP,.AP.SF,5,757
2020-04-28 15:01:07,2020-04-28 15:01:18,11.658,85.246.219.7,193.136.126.43,62919,443,TCP,.AP.SF,9,1083
2020-04-28 15:01:07,2020-04-28 15:01:18,11.658,193.136.126.43,85.246.219.7,443,62919,TCP,.AP.SF,7,5735
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,148.78.3.75,193.136.126.43,57605,443,TCP,.AP.SF,62,7262
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,193.136.126.43,148.78.3.75,443,57605,TCP,.APRSF,40,288169
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,148.78.3.75,193.136.126.43,39966,443,TCP,.AP.SF,44,6178
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,193.136.126.43,148.78.3.75,443,39966,TCP,.APRSF,32,171684
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,148.78.3.75,193.136.126.43,65233,443,TCP,.AP.SF,30,5477
2020-04-28 15:02:09,2020-04-28 15:04:18,128.984,193.136.126.43,148.78.3.75,443,65233,TCP,.APRSF,22,96017
2020-04-28 15:02:13,2020-04-28 15:04:18,124.733,148.78.3.75,193.136.126.43,33207,443,TCP,.AP.SF,11,2011
2020-04-28 15:02:13,2020-04-28 15:04:18,124.733,193.136.126.43,148.78.3.75,443,33207,TCP,.APRSF,10,9710
2020-04-28 15:02:13,2020-04-28 15:04:18,124.733,148.78.3.75,193.136.126.43,56655,443,TCP,.AP.SF,7,940
2020-04-28 15:02:13,2020-04-28 15:04:18,124.733,193.136.126.43,148.78.3.75,443,56655,TCP,.APRSF,6,445
2020-04-28 15:01:07,2020-04-28 15:01:21,14.204,193.136.126.43,213.180.203.182,443,50480,TCP,.AP.SF,10,14840
2020-04-28 15:01:07,2020-04-28 15:01:21,14.204,213.180.203.182,193.136.126.43,50480,443,TCP,.AP.SF,13,1427
2020-04-28 15:01:20,2020-04-28 15:01:22,1.834,54.175.144.198,193.136.126.43,46668,443,TCP,.AP.SF,14,1481
2020-04-28 15:01:20,2020-04-28 15:01:22,1.834,193.136.126.43,54.175.144.198,443,46668,TCP,.AP.SF,12,12709
2020-04-28 15:01:16,2020-04-28 15:01:23,6.959,193.136.126.43,207.46.13.120,443,3750,TCP,.AP.SF,10,15480
2020-04-28 15:01:16,2020-04-28 15:01:23,6.959,207.46.13.120,193.136.126.43,3750,443,TCP,219,10,1158
2020-04-28 15:01:14,2020-04-28 15:01:24,10.173,10.130.16.46,193.136.126.43,80,35575,TCP,.AP.SF,10,8105
2020-04-28 15:01:14,2020-04-28 15:01:24,10.173,193.136.126.43,10.130.16.46,35575,80,TCP,.AP.SF,11,889
2020-04-28 15:01:16,2020-04-28 15:01:24,8.097,10.130.16.46,193.136.126.43,80,35580,TCP,.AP.SF,12,9939
2020-04-28 15:01:16,2020-04-28 15:01:24,8.097,193.136.126.43,10.130.16.46,35580,80,TCP,.AP.SF,13,1021
2020-04-28 15:01:19,2020-04-28 15:01:24,5.732,10.130.16.46,193.136.126.43,80,35584,TCP,.AP.SF,78,105286
2020-04-28 15:01:19,2020-04-28 15:01:24,5.732,193.136.126.43,10.130.16.46,35584,80,TCP,.AP.SF,58,4320
2020-04-28 15:01:24,2020-04-28 15:01:24,0.002,10.130.16.46,193.136.126.43,80,35590,TCP,.AP.SF,5,665
2020-04-28 15:01:24,2020-04-28 15:01:24,0.002,193.136.126.43,10.130.16.46,35590,80,TCP,.AP.SF,5,797
2020-04-28 15:01:25,2020-04-28 15:01:25,0.002,10.130.16.46,193.136.126.43,80,35592,TCP,.AP.SF,5,665
2020-04-28 15:01:25,2020-04-28 15:01:25,0.002,193.136.126.43,10.130.16.46,35592,80,TCP,.AP.SF,5,799
2020-04-28 15:01:25,2020-04-28 15:01:26,1.219,139.99.120.79,193.136.126.43,63741,443,TCP,219,12,1524
2020-04-28 15:01:25,2020-04-28 15:01:26,1.219,193.136.126.43,139.99.120.79,443,63741,TCP,.AP.SF,9,11483
2020-04-28 15:01:25,2020-04-28 15:01:27,1.911,193.136.126.43,207.46.13.37,443,8822,TCP,.AP.SF,10,10974
2020-04-28 15:01:25,2020-04-28 15:01:27,1.911,207.46.13.37,193.136.126.43,8822,443,TCP,219,11,1163
2020-04-28 15:01:26,2020-04-28 15:01:27,0.857,10.130.16.46,193.136.126.43,80,35595,TCP,.AP.SF,8,5225
2020-04-28 15:01:26,2020-04-28 15:01:27,0.857,193.136.126.43,10.130.16.46,35595,80,TCP,.AP.SF,8,777
2020-04-28 15:01:27,2020-04-28 15:01:27,0.003,10.130.16.46,193.136.126.43,80,35597,TCP,.AP.SF,5,665
2020-04-28 15:01:27,2020-04-28 15:01:27,0.003,193.136.126.43,10.130.16.46,35597,80,TCP,.AP.SF,5,757
2020-04-28 15:00:23,2020-04-28 15:01:28,65.211,66.249.93.24,193.136.126.43,42141,443,TCP,.AP.SF,67,4450
2020-04-28 15:00:23,2020-04-28 15:01:28,65.211,193.136.126.43,66.249.93.24,443,42141,TCP,.AP.SF,20,101521
2020-04-28 15:00:23,2020-04-28 15:01:29,66.269,193.136.126.43,213.22.168.126,443,59240,TCP,.AP.SF,7,441
2020-04-28 15:00:23,2020-04-28 15:01:29,66.269,213.22.168.126,193.136.126.43,59240,443,TCP,.AP.SF,7,884
2020-04-28 15:01:27,2020-04-28 15:01:29,1.673,54.175.144.198,193.136.126.43,47164,443,TCP,.AP.SF,13,1398
2020-04-28 15:01:27,2020-04-28 15:01:29,1.673,193.136.126.43,54.175.144.198,443,47164,TCP,.AP.SF,12,12381
2020-04-28 15:01:28,2020-04-28 15:01:29,1.796,10.130.16.46,193.136.126.43,80,35599,TCP,.AP.SF,107,153009
2020-04-28 15:01:28,2020-04-28 15:01:29,1.796,193.136.126.43,10.130.16.46,35599,80,TCP,.AP.SF,83,5350
2020-04-28 15:00:31,2020-04-28 15:01:30,58.932,193.136.126.43,217.129.138.75,443,56738,TCP,.AP.SF,35,271574
2020-04-28 15:00:31,2020-04-28 15:01:30,58.932,217.129.138.75,193.136.126.43,56738,443,TCP,.AP.SF,48,12744
2020-04-28 15:00:32,2020-04-28 15:01:30,58.562,193.136.126.43,217.129.138.75,443,56743,TCP,.AP.SF,20,127512
2020-04-28 15:00:32,2020-04-28 15:01:30,58.562,217.129.138.75,193.136.126.43,56743,443,TCP,.AP.SF,32,5635
2020-04-28 15:00:32,2020-04-28 15:01:30,58.561,193.136.126.43,217.129.138.75,443,56741,TCP,.AP.SF,33,329504
2020-04-28 15:00:32,2020-04-28 15:01:30,58.561,217.129.138.75,193.136.126.43,56741,443,TCP,.AP.SF,47,8513
2020-04-28 15:00:32,2020-04-28 15:01:30,58.547,193.136.126.43,217.129.138.75,443,56742,TCP,.AP.SF,15,26379
2020-04-28 15:00:32,2020-04-28 15:01:30,58.547,217.129.138.75,193.136.126.43,56742,443,TCP,.AP.SF,26,8000
2020-04-28 15:00:32,2020-04-28 15:01:30,58.561,193.136.126.43,217.129.138.75,443,56744,TCP,.AP.SF,14,29641
2020-04-28 15:00:32,2020-04-28 15:01:30,58.561,217.129.138.75,193.136.126.43,56744,443,TCP,.AP.SF,23,5194
2020-04-28 15:00:32,2020-04-28 15:01:30,58.569,193.136.126.43,217.129.138.75,443,56740,TCP,.AP.SF,9,16874
2020-04-28 15:00:32,2020-04-28 15:01:30,58.569,217.129.138.75,193.136.126.43,56740,443,TCP,.AP.SF,20,3892
2020-04-28 15:00:33,2020-04-28 15:01:30,57.161,193.136.126.43,217.129.138.75,443,56748,TCP,.AP.SF,9,6777
2020-04-28 15:00:33,2020-04-28 15:01:30,57.161,217.129.138.75,193.136.126.43,56748,443,TCP,.AP.SF,12,2214
2020-04-28 15:01:31,2020-04-28 15:01:31,0.002,10.130.16.46,193.136.126.43,80,35602,TCP,.AP.SF,5,665
2020-04-28 15:01:31,2020-04-28 15:01:31,0.002,193.136.126.43,10.130.16.46,35602,80,TCP,.AP.SF,5,759
2020-04-28 15:01:31,2020-04-28 15:01:31,0.002,10.130.16.46,193.136.126.43,80,35605,TCP,.AP.SF,5,763
2020-04-28 15:01:31,2020-04-28 15:01:31,0.002,193.136.126.43,10.130.16.46,35605,80,TCP,.AP.SF,5,1262
2020-04-28 15:01:31,2020-04-28 15:01:32,0.837,85.243.172.199,193.136.126.43,61655,443,TCP,.AP.SF,12,1907
2020-04-28 15:01:31,2020-04-28 15:01:32,0.837,193.136.126.43,85.243.172.199,443,61655,TCP,.AP.SF,10,14289
2020-04-28 15:01:31,2020-04-28 15:01:32,0.802,10.130.16.46,193.136.126.43,80,35607,TCP,.AP.SF,10,8790
2020-04-28 15:01:31,2020-04-28 15:01:32,0.802,193.136.126.43,10.130.16.46,35607,80,TCP,.AP.SF,10,1526
2020-04-28 15:04:00,2020-04-28 15:04:33,33.362,85.138.97.244,193.136.126.43,54183,443,TCP,.APRSF,36,5147
2020-04-28 15:04:00,2020-04-28 15:04:33,33.362,193.136.126.43,85.138.97.244,443,54183,TCP,.AP.SF,35,88619
2020-04-28 15:01:14,2020-04-28 15:01:34,20.106,54.37.22.180,193.136.126.43,41228,443,TCP,.AP.SF,25,2006
2020-04-28 15:01:14,2020-04-28 15:01:34,20.106,193.136.126.43,54.37.22.180,443,41228,TCP,.AP.SF,15,137639
2020-04-28 15:01:34,2020-04-28 15:01:34,0.002,10.130.16.46,193.136.126.43,80,35613,TCP,.AP.SF,5,665
2020-04-28 15:01:34,2020-04-28 15:01:34,0.002,193.136.126.43,10.130.16.46,35613,80,TCP,.AP.SF,5,797
2020-04-28 15:01:00,2020-04-28 15:01:35,35.435,85.241.84.177,193.136.126.43,59412,443,TCP,219,80,6211
2020-04-28 15:01:00,2020-04-28 15:01:35,35.435,193.136.126.43,85.241.84.177,443,59412,TCP,219,38,142832
2020-04-28 15:01:02,2020-04-28 15:01:35,33.797,85.241.84.177,193.136.126.43,64824,443,TCP,219,20,2288
2020-04-28 15:01:02,2020-04-28 15:01:35,33.797,193.136.126.43,85.241.84.177,443,64824,TCP,219,15,17691
2020-04-28 15:01:02,2020-04-28 15:01:35,33.796,85.241.84.177,193.136.126.43,56640,443,TCP,219,26,3063
2020-04-28 15:01:02,2020-04-28 15:01:35,33.796,193.136.126.43,85.241.84.177,443,56640,TCP,219,17,27002
2020-04-28 15:01:02,2020-04-28 15:01:35,33.796,85.241.84.177,193.136.126.43,54050,443,TCP,219,38,3213
2020-04-28 15:01:02,2020-04-28 15:01:35,33.796,193.136.126.43,85.241.84.177,443,54050,TCP,219,21,52847
2020-04-28 15:01:34,2020-04-28 15:01:35,1.703,54.175.144.198,193.136.126.43,47722,443,TCP,.AP.SF,14,1410
2020-04-28 15:01:34,2020-04-28 15:01:35,1.703,193.136.126.43,54.175.144.198,443,47722,TCP,.AP.SF,12,12143
2020-04-28 15:01:35,2020-04-28 15:01:35,0.031,10.130.16.46,193.136.126.43,80,35615,TCP,.AP.SF,11,9827
2020-04-28 15:01:35,2020-04-28 15:01:35,0.031,193.136.126.43,10.130.16.46,35615,80,TCP,.AP.SF,11,1285
2020-04-28 15:01:35,2020-04-28 15:01:35,0.005,10.130.16.46,193.136.126.43,80,35617,TCP,.AP.SF,86,123727
2020-04-28 15:01:35,2020-04-28 15:01:35,0.005,193.136.126.43,10.130.16.46,35617,80,TCP,.AP.SF,57,3603
2020-04-28 15:01:35,2020-04-28 15:01:35,0.002,10.130.16.46,193.136.126.43,80,35619,TCP,.AP.SF,5,665
2020-04-28 15:01:35,2020-04-28 15:01:35,0.002,193.136.126.43,10.130.16.46,35619,80,TCP,.AP.SF,5,799
2020-04-28 15:00:35,2020-04-28 15:01:36,61.182,193.136.126.43,217.129.138.75,443,56752,TCP,.AP.SF,9,11254
2020-04-28 15:00:35,2020-04-28 15:01:36,61.182,217.129.138.75,193.136.126.43,56752,443,TCP,.AP.SF,14,2507
2020-04-28 15:00:36,2020-04-28 15:01:36,60.063,10.188.128.14,193.136.126.43,56651,80,TCP,219,6,676
2020-04-28 15:00:36,2020-04-28 15:01:36,60.063,193.136.126.43,10.188.128.14,80,56651,TCP,91,4,656
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,10.188.128.14,193.136.126.43,56650,80,TCP,219,6,676
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,193.136.126.43,10.188.128.14,80,56650,TCP,91,4,656
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,10.188.128.14,193.136.126.43,56649,80,TCP,219,6,676
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,193.136.126.43,10.188.128.14,80,56649,TCP,91,4,656
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,10.188.128.14,193.136.126.43,56652,80,TCP,219,6,676
2020-04-28 15:00:36,2020-04-28 15:01:36,60.065,193.136.126.43,10.188.128.14,80,56652,TCP,91,4,656
2020-04-28 15:00:36,2020-04-28 15:01:36,60.007,10.188.128.14,193.136.126.43,56653,443,TCP,219,17,1983
2020-04-28 15:00:36,2020-04-28 15:01:36,60.007,193.136.126.43,10.188.128.14,443,56653,TCP,91,10,12325
2020-04-28 15:00:36,2020-04-28 15:01:36,59.906,10.188.128.14,193.136.126.43,56654,443,TCP,219,13,1668
2020-04-28 15:00:36,2020-04-28 15:01:36,59.906,193.136.126.43,10.188.128.14,443,56654,TCP,91,8,7094
2020-04-28 15:00:36,2020-04-28 15:01:36,59.905,10.188.128.14,193.136.126.43,56655,443,TCP,219,17,1983
2020-04-28 15:00:36,2020-04-28 15:01:36,59.905,193.136.126.43,10.188.128.14,443,56655,TCP,91,9,12273
2020-04-28 15:00:36,2020-04-28 15:01:36,59.903,10.188.128.14,193.136.126.43,56656,443,TCP,219,17,1983
2020-04-28 15:00:36,2020-04-28 15:01:36,59.903,193.136.126.43,10.188.128.14,443,56656,TCP,91,10,12325
2020-04-28 15:01:33,2020-04-28 15:01:36,3.527,10.130.16.46,193.136.126.43,80,35610,TCP,.AP.SF,20,18475
2020-04-28 15:01:33,2020-04-28 15:01:36,3.527,193.136.126.43,10.130.16.46,35610,80,TCP,.AP.SF,20,2038
2020-04-28 15:01:35,2020-04-28 15:01:37,1.932,193.136.126.43,207.46.13.120,443,6559,TCP,.AP.SF,10,11274
2020-04-28 15:01:35,2020-04-28 15:01:37,1.932,207.46.13.120,193.136.126.43,6559,443,TCP,219,10,1114
2020-04-28 15:01:09,2020-04-28 15:01:39,30.622,85.241.84.177,193.136.126.43,61907,443,TCP,219,13,1805
2020-04-28 15:01:09,2020-04-28 15:01:39,30.622,193.136.126.43,85.241.84.177,443,61907,TCP,91,10,7483
2020-04-28 15:01:41,2020-04-28 15:01:41,0.002,10.130.16.46,193.136.126.43,80,35625,TCP,.AP.SF,5,665
2020-04-28 15:01:41,2020-04-28 15:01:41,0.002,193.136.126.43,10.130.16.46,35625,80,TCP,.AP.SF,5,759
2020-04-28 15:01:40,2020-04-28 15:01:42,1.709,54.175.144.198,193.136.126.43,48256,443,TCP,.AP.SF,14,1410
2020-04-28 15:01:40,2020-04-28 15:01:42,1.709,193.136.126.43,54.175.144.198,443,48256,TCP,.AP.SF,12,12327
2020-04-28 15:01:41,2020-04-28 15:01:42,0.900,10.130.16.46,193.136.126.43,80,35623,TCP,.AP.SF,11,7067
2020-04-28 15:01:41,2020-04-28 15:01:42,0.900,193.136.126.43,10.130.16.46,35623,80,TCP,.AP.SF,10,1314
2020-04-28 15:00:24,2020-04-28 15:01:43,78.766,89.115.174.49,193.136.126.43,43431,443,TCP,.AP.SF,10,805
2020-04-28 15:00:24,2020-04-28 15:01:43,78.766,193.136.126.43,89.115.174.49,443,43431,TCP,.AP.SF,8,5775
2020-04-28 15:01:41,2020-04-28 15:01:44,3.082,10.130.16.46,193.136.126.43,80,35627,TCP,.AP.SF,9,7248
2020-04-28 15:01:41,2020-04-28 15:01:44,3.082,193.136.126.43,10.130.16.46,35627,80,TCP,.AP.SF,9,827
2020-04-28 15:03:39,2020-04-28 15:04:44,65.120,79.169.69.9,193.136.126.43,61437,443,TCP,.AP.SF,12,1854
2020-04-28 15:03:39,2020-04-28 15:04:44,65.120,193.136.126.43,79.169.69.9,443,61437,TCP,.APRSF,12,6815
2020-04-28 15:00:39,2020-04-28 15:01:45,66.354,66.249.76.56,193.136.126.43,38158,443,TCP,.AP.SF,15,2007
2020-04-28 15:00:39,2020-04-28 15:01:45,66.354,193.136.126.43,66.249.76.56,443,38158,TCP,.AP.SF,12,15200
2020-04-28 15:01:45,2020-04-28 15:01:46,1.004,193.136.126.43,207.46.13.120,443,8130,TCP,.AP.SF,9,18027
2020-04-28 15:01:45,2020-04-28 15:01:46,1.004,207.46.13.120,193.136.126.43,8130,443,TCP,219,10,1137
2020-04-28 15:01:44,2020-04-28 15:01:47,2.900,10.130.16.46,193.136.126.43,80,35630,TCP,.AP.SF,9,7089
2020-04-28 15:01:44,2020-04-28 15:01:47,2.900,193.136.126.43,10.130.16.46,35630,80,TCP,.AP.SF,10,873
2020-04-28 15:01:47,2020-04-28 15:01:48,1.655,54.175.144.198,193.136.126.43,48738,443,TCP,.AP.SF,13,1429
2020-04-28 15:01:47,2020-04-28 15:01:48,1.655,193.136.126.43,54.175.144.198,443,48738,TCP,.AP.SF,12,12453
2020-04-28 15:01:47,2020-04-28 15:01:49,2.135,10.130.16.46,193.136.126.43,80,35633,TCP,.AP.SF,11,7193
2020-04-28 15:01:47,2020-04-28 15:01:49,2.135,193.136.126.43,10.130.16.46,35633,80,TCP,.AP.SF,11,1477
2020-04-28 14:43:02,2020-04-28 15:01:50,1127.860,178.166.56.194,193.136.126.43,55065,443,TCP,.AP..F,273,56419
2020-04-28 14:43:02,2020-04-28 15:01:50,1127.860,193.136.126.43,178.166.56.194,443,55065,TCP,.AP..F,184,62647
2020-04-28 15:01:35,2020-04-28 15:01:50,15.017,85.246.219.7,193.136.126.43,62976,443,TCP,.AP.SF,6,838
2020-04-28 15:01:35,2020-04-28 15:01:50,15.017,193.136.126.43,85.246.219.7,443,62976,TCP,.AP.SF,5,349
2020-04-28 15:01:50,2020-04-28 15:01:50,0.003,10.130.16.46,193.136.126.43,80,35639,TCP,.AP.SF,5,665
2020-04-28 15:01:50,2020-04-28 15:01:50,0.003,193.136.126.43,10.130.16.46,35639,80,TCP,.AP.SF,5,799
2020-04-28 15:01:19,2020-04-28 15:01:51,32.557,85.244.136.8,193.136.126.43,49796,443,TCP,.AP.SF,65,4420
2020-04-28 15:01:19,2020-04-28 15:01:51,32.557,193.136.126.43,85.244.136.8,443,49796,TCP,.AP.SF,17,98482
2020-04-28 15:01:19,2020-04-28 15:01:51,32.520,85.244.136.8,193.136.126.43,49243,443,TCP,.AP.SF,10,1481
2020-04-28 15:01:19,2020-04-28 15:01:51,32.520,193.136.126.43,85.244.136.8,443,49243,TCP,.AP.SF,7,2138
2020-04-28 15:01:49,2020-04-28 15:01:51,1.865,157.55.39.226,193.136.126.43,11791,443,TCP,219,9,1063
2020-04-28 15:01:49,2020-04-28 15:01:51,1.865,193.136.126.43,157.55.39.226,443,11791,TCP,.AP.SF,10,13203
2020-04-28 15:01:31,2020-04-28 15:01:52,21.062,54.37.149.24,193.136.126.43,55174,443,TCP,.AP.SF,34,2474
2020-04-28 15:01:31,2020-04-28 15:01:52,21.062,193.136.126.43,54.37.149.24,443,55174,TCP,.AP.SF,20,137899
2020-04-28 15:01:50,2020-04-28 15:01:52,2.196,10.130.16.46,193.136.126.43,80,35637,TCP,.AP.SF,11,7988
2020-04-28 15:01:50,2020-04-28 15:01:52,2.196,193.136.126.43,10.130.16.46,35637,80,TCP,.AP.SF,11,1353
2020-04-28 15:01:53,2020-04-28 15:01:55,1.701,54.175.144.198,193.136.126.43,49238,443,TCP,.AP.SF,15,1525
2020-04-28 15:01:53,2020-04-28 15:01:55,1.701,193.136.126.43,54.175.144.198,443,49238,TCP,.AP.SF,12,13741
2020-04-28 15:01:54,2020-04-28 15:01:56,1.698,10.130.16.46,193.136.126.43,80,35643,TCP,.AP.SF,19,19914
2020-04-28 15:01:54,2020-04-28 15:01:56,1.698,193.136.126.43,10.130.16.46,35643,80,TCP,.AP.SF,19,2113
2020-04-28 15:01:56,2020-04-28 15:01:56,0.003,10.130.16.46,193.136.126.43,80,35646,TCP,.AP.SF,5,665
2020-04-28 15:01:56,2020-04-28 15:01:56,0.003,193.136.126.43,10.130.16.46,35646,80,TCP,.AP.SF,5,759
2020-04-28 15:00:33,2020-04-28 15:01:57,84.325,89.115.115.180,193.136.126.43,64937,443,TCP,.AP.SF,10,811
2020-04-28 15:00:33,2020-04-28 15:01:57,84.325,193.136.126.43,89.115.115.180,443,64937,TCP,.AP.SF,8,5775
2020-04-28 15:01:55,2020-04-28 15:01:58,2.872,79.169.61.164,193.136.126.43,59105,443,TCP,.AP.SF,9,1083
2020-04-28 15:01:55,2020-04-28 15:01:58,2.872,193.136.126.43,79.169.61.164,443,59105,TCP,.AP.SF,7,5735
2020-04-28 15:01:55,2020-04-28 15:01:58,2.871,79.169.61.164,193.136.126.43,59106,443,TCP,.AP.SF,12,2516
2020-04-28 15:01:55,2020-04-28 15:01:58,2.871,193.136.126.43,79.169.61.164,443,59106,TCP,.AP.SF,9,17574
2020-04-28 15:02:00,2020-04-28 15:02:00,0.002,10.130.16.46,193.136.126.43,80,35650,TCP,.AP.SF,5,665
2020-04-28 15:02:00,2020-04-28 15:02:00,0.002,193.136.126.43,10.130.16.46,35650,80,TCP,.AP.SF,5,797
2020-04-28 15:02:00,2020-04-28 15:02:00,0.002,10.130.16.46,193.136.126.43,80,35652,TCP,.AP.SF,5,665
2020-04-28 15:02:00,2020-04-28 15:02:00,0.002,193.136.126.43,10.130.16.46,35652,80,TCP,.AP.SF,5,799
2020-04-28 15:01:57,2020-04-28 15:02:02,4.568,10.130.16.46,193.136.126.43,80,35648,TCP,.AP.SF,11,9849
2020-04-28 15:01:57,2020-04-28 15:02:02,4.568,193.136.126.43,10.130.16.46,35648,80,TCP,.AP.SF,11,1312
2020-04-28 15:02:00,2020-04-28 15:02:02,1.843,54.175.144.198,193.136.126.43,49768,443,TCP,.AP.SF,16,1585
2020-04-28 15:02:00,2020-04-28 15:02:02,1.843,193.136.126.43,54.175.144.198,443,49768,TCP,.AP.SF,12,21707
2020-04-28 15:02:01,2020-04-28 15:02:04,3.088,10.130.16.46,193.136.126.43,80,35654,TCP,.AP.SF,49,66882
2020-04-28 15:02:01,2020-04-28 15:02:04,3.088,193.136.126.43,10.130.16.46,35654,80,TCP,.AP.SF,35,2231
2020-04-28 15:02:01,2020-04-28 15:02:04,3.083,10.130.16.46,193.136.126.43,80,35656,TCP,.AP.SF,16,16328
2020-04-28 15:02:01,2020-04-28 15:02:04,3.083,193.136.126.43,10.130.16.46,35656,80,TCP,.AP.SF,17,1260
2020-04-28 15:02:04,2020-04-28 15:02:06,2.314,10.130.16.46,193.136.126.43,80,35679,TCP,.AP.SF,5,522
2020-04-28 15:02:04,2020-04-28 15:02:06,2.314,193.136.126.43,10.130.16.46,35679,80,TCP,.AP.SF,6,677
2020-04-28 15:02:06,2020-04-28 15:02:06,0.002,10.130.16.46,193.136.126.43,80,35682,TCP,.AP.SF,5,665
2020-04-28 15:02:06,2020-04-28 15:02:06,0.002,193.136.126.43,10.130.16.46,35682,80,TCP,.AP.SF,5,759
2020-04-28 15:02:07,2020-04-28 15:02:07,0.002,10.130.16.46,193.136.126.43,80,35684,TCP,.AP.SF,5,665
2020-04-28 15:02:07,2020-04-28 15:02:07,0.002,193.136.126.43,10.130.16.46,35684,80,TCP,.AP.SF,5,757
2020-04-28 15:01:03,2020-04-28 15:02:08,65.071,66.249.81.107,193.136.126.43,44698,80,TCP,.AP.SF,5,528
